dg_id,player_name,event_name,event_id,fin_text,fin_num,early_out,close_odds,year,year_event_id,year_event_golfer,event_completed,rounds,mean_score,mean_sg,total_sg,major,won_major,top_10,early_out_in_prev_2_events,early_out_in_prev_5_events,fin_num_in_prev_2_events,fin_num_in_prev_5_events,mean_sg_in_prev_2_events,mean_sg_in_prev_5_events,won_major_in_prev_50_events,top_10_in_prev_10_events,top_10_in_prev_20_events
14209,"Kozuma, Jinichiro",ZOZO CHAMPIONSHIP,527,T57,57,0,501.0,2019,2019_527,2019_527_14209,2019-10-27,4,70.5,-0.9944999999999999,-3.9779999999999998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17576,"Conners, Corey",ZOZO CHAMPIONSHIP,527,T6,6,0,56.0,2019,2019_527,2019_527_17576,2019-10-27,4,67.25,2.2555,9.022,0,0,1,0.0,1.0,12.5,26.6,1.613,0.7006500000000003,0.0,1.0,2.0
21554,"Poston, J.T.",ZOZO CHAMPIONSHIP,527,T27,27,0,126.0,2019,2019_527,2019_527_21554,2019-10-27,4,68.75,0.7555000000000001,3.0220000000000002,0,0,0,1.0,1.0,43.5,32.6,0.4194999999999999,1.0506000000000002,0.0,1.0,2.0
7677,"Norris, Shaun",ZOZO CHAMPIONSHIP,527,T51,51,0,176.0,2019,2019_527,2019_527_7677,2019-10-27,4,70.25,-0.7444999999999999,-2.9779999999999998,0,0,0,2.0,2.0,78.5,57.0,-1.7297500000000001,-2.150375,0.0,0.0,0.0
12337,"Kokrak, Jason",ZOZO CHAMPIONSHIP,527,71,71,0,81.0,2019,2019_527,2019_527_12337,2019-10-27,4,72.0,-2.4945,-9.978,0,0,0,1.0,1.0,69.0,36.6,-0.02237500000000009,0.6514499999999999,0.0,1.0,5.0
13562,"Matsuyama, Hideki",ZOZO CHAMPIONSHIP,527,2,2,0,19.0,2019,2019_527,2019_527_13562,2019-10-27,4,66.0,3.5055,14.022,0,0,1,0.0,1.0,9.5,21.2,2.1818750000000002,1.4517,0.0,4.0,6.0
13965,"Hadwin, Adam",ZOZO CHAMPIONSHIP,527,T41,41,0,51.0,2019,2019_527,2019_527_13965,2019-10-27,4,69.75,-0.2445000000000001,-0.9780000000000004,0,0,0,0.0,1.0,3.0,33.6,2.953875,0.9795,0.0,4.0,4.0
17646,"Fitzpatrick, Matthew",ZOZO CHAMPIONSHIP,527,75,75,0,34.0,2019,2019_527,2019_527_17646,2019-10-27,4,73.0,-3.4945,-13.978,0,0,0,0.0,0.0,12.0,33.6,1.8361250000000002,0.8047000000000002,0.0,2.0,2.0
10086,"Park, Sanghyun",ZOZO CHAMPIONSHIP,527,T63,63,0,501.0,2019,2019_527,2019_527_10086,2019-10-27,4,71.0,-1.4945,-5.978,0,0,0,0.0,1.0,38.0,37.75,0.2546249999999999,-1.0127708333333334,0.0,0.0,0.0
13367,"Merritt, Troy",ZOZO CHAMPIONSHIP,527,T30,30,0,201.0,2019,2019_527,2019_527_13367,2019-10-27,4,69.0,0.5055000000000001,2.0220000000000002,0,0,0,0.0,1.0,60.0,50.0,-0.6931250000000003,-0.3367000000000001,0.0,1.0,2.0
7334,"Watson, Bubba",ZOZO CHAMPIONSHIP,527,T51,51,0,126.0,2019,2019_527,2019_527_7334,2019-10-27,4,70.25,-0.7445,-2.978,0,0,0,1.0,2.0,61.5,53.4,0.2236250000000004,-0.06909999999999994,0.0,1.0,3.0
7881,"Kang, Sung",ZOZO CHAMPIONSHIP,527,T17,17,0,151.0,2019,2019_527,2019_527_7881,2019-10-27,4,68.25,1.2555,5.022,0,0,0,0.0,1.0,27.5,48.0,1.0568750000000002,0.12410000000000036,0.0,0.0,3.0
13900,"Lowry, Shane",ZOZO CHAMPIONSHIP,527,T13,13,0,46.0,2019,2019_527,2019_527_13900,2019-10-27,4,68.0,1.5055,6.022,0,0,0,0.0,0.0,50.0,26.2,-0.365625000000001,1.8356500000000004,1.0,4.0,4.0
19895,"Schauffele, Xander",ZOZO CHAMPIONSHIP,527,T10,10,0,23.0,2019,2019_527,2019_527_19895,2019-10-27,4,67.75,1.7555,7.022,0,0,1,0.0,1.0,10.5,34.6,1.6053749999999996,0.5836000000000002,0.0,2.0,4.0
17365,"Mitchell, Keith",ZOZO CHAMPIONSHIP,527,T27,27,0,201.0,2019,2019_527,2019_527_17365,2019-10-27,4,68.75,0.7555,3.022,0,0,0,1.0,1.0,61.0,55.4,-1.6785,-0.96685,0.0,0.0,3.0
7820,"Palmer, Ryan",ZOZO CHAMPIONSHIP,527,T10,10,0,101.0,2019,2019_527,2019_527_7820,2019-10-27,4,67.75,1.7555,7.022,0,0,1,0.0,1.0,24.5,48.8,1.3068749999999998,-0.38630000000000014,0.0,1.0,2.0
11676,"Finau, Tony",ZOZO CHAMPIONSHIP,527,T59,59,0,29.0,2019,2019_527,2019_527_11676,2019-10-27,4,70.75,-1.2445,-4.978,0,0,0,0.0,0.0,8.0,15.4,1.6530000000000007,1.3657500000000002,0.0,4.0,6.0
22085,"Morikawa, Collin",ZOZO CHAMPIONSHIP,527,T22,22,0,36.0,2019,2019_527,2019_527_22085,2019-10-27,4,68.5,1.0055,4.022,0,0,0,0.0,0.0,39.0,37.6,0.5568750000000002,0.45350000000000035,0.0,3.0,3.0
7452,"Na, Kevin",ZOZO CHAMPIONSHIP,527,T46,46,0,56.0,2019,2019_527,2019_527_7452,2019-10-27,4,70.0,-0.49450000000000005,-1.9780000000000002,0,0,0,0.0,1.0,10.5,37.4,2.3068750000000002,0.9068500000000004,0.0,2.0,3.0
10943,"Lashley, Nate",ZOZO CHAMPIONSHIP,527,WD,76,1,176.0,2019,2019_527,2019_527_10943,2019-10-27,1,73.0,-1.8459999999999999,-1.8459999999999999,0,0,0,0.0,1.0,41.0,45.8,0.4318749999999997,0.12410000000000002,0.0,1.0,1.0
9771,"Day, Jason",ZOZO CHAMPIONSHIP,527,T22,22,0,34.0,2019,2019_527,2019_527_9771,2019-10-27,4,68.5,1.0055,4.022,0,0,0,0.0,2.0,41.5,56.4,-0.24075000000000057,-0.35130000000000017,0.0,1.0,5.0
19190,"Hoshino, Rikuya",ZOZO CHAMPIONSHIP,527,T51,51,0,176.0,2019,2019_527,2019_527_19190,2019-10-27,4,70.25,-0.7444999999999999,-2.9779999999999998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430,"Scott, Adam",ZOZO CHAMPIONSHIP,527,T33,33,0,29.0,2019,2019_527,2019_527_6430,2019-10-27,4,69.25,0.25550000000000006,1.0220000000000002,0,0,0,0.0,0.0,29.5,15.8,1.078875,1.4919499999999997,0.0,6.0,8.0
15056,"Horikawa, Mikumu",ZOZO CHAMPIONSHIP,527,T72,72,0,276.0,2019,2019_527,2019_527_15056,2019-10-27,4,72.25,-2.7445,-10.978,0,0,0,1.0,2.0,66.5,53.0,-2.1550000000000002,-1.4203750000000002,0.0,0.0,0.0
14636,"Spieth, Jordan",ZOZO CHAMPIONSHIP,527,T66,66,0,26.0,2019,2019_527,2019_527_14636,2019-10-27,4,71.25,-1.7445,-6.978,0,0,0,0.0,1.0,22.5,27.8,0.7592499999999998,0.7684833333333334,0.0,4.0,5.0
14368,"Janewattananond, Jazz",ZOZO CHAMPIONSHIP,527,T57,57,0,151.0,2019,2019_527,2019_527_14368,2019-10-27,4,70.5,-0.9945,-3.978,0,0,0,1.0,1.0,70.0,38.5,-1.6115,-0.2743750000000001,0.0,0.0,0.0
6283,"Sabbatini, Rory",ZOZO CHAMPIONSHIP,527,T33,33,0,81.0,2019,2019_527,2019_527_6283,2019-10-27,4,69.25,0.25549999999999995,1.0219999999999998,0,0,0,1.0,1.0,53.5,34.4,-0.4284999999999999,0.5114000000000009,0.0,2.0,5.0
11328,"Kisner, Kevin",ZOZO CHAMPIONSHIP,527,T66,66,0,67.0,2019,2019_527,2019_527_11328,2019-10-27,4,71.25,-1.7445,-6.978,0,0,0,0.0,0.0,9.0,17.4,1.1053749999999998,1.09485,0.0,2.0,2.0
11826,"Lee, Danny",ZOZO CHAMPIONSHIP,527,T10,10,0,101.0,2019,2019_527,2019_527_11826,2019-10-27,4,67.75,1.7555,7.022,0,0,1,0.0,1.0,36.5,53.0,0.9318750000000005,-0.19315000000000024,0.0,1.0,2.0
7899,"Piercy, Scott",ZOZO CHAMPIONSHIP,527,T66,66,0,126.0,2019,2019_527,2019_527_7899,2019-10-27,4,71.25,-1.7445,-6.978,0,0,0,1.0,1.0,75.5,54.8,-2.9284999999999997,-1.37985,0.0,0.0,3.0
8046,"Han, Seungsu",ZOZO CHAMPIONSHIP,527,T63,63,0,201.0,2019,2019_527,2019_527_8046,2019-10-27,4,71.0,-1.4945,-5.978,0,0,0,0.0,0.0,13.0,13.0,0.5915,0.5915,0.0,0.0,0.0
14459,"An, Byeong Hun",ZOZO CHAMPIONSHIP,527,T8,8,0,46.0,2019,2019_527,2019_527_14459,2019-10-27,4,67.5,2.0055,8.022,0,0,1,1.0,2.0,41.0,41.4,0.07150000000000012,0.10185000000000008,0.0,3.0,5.0
12232,"Ishikawa, Ryo",ZOZO CHAMPIONSHIP,527,T51,51,0,151.0,2019,2019_527,2019_527_12232,2019-10-27,4,70.25,-0.7444999999999999,-2.9779999999999998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16602,"Varner III, Harold",ZOZO CHAMPIONSHIP,527,T27,27,0,126.0,2019,2019_527,2019_527_16602,2019-10-27,4,68.75,0.7555000000000001,3.0220000000000002,0,0,0,0.0,0.0,37.0,35.6,0.6818750000000005,0.3643000000000002,0.0,1.0,1.0
12294,"Fleetwood, Tommy",ZOZO CHAMPIONSHIP,527,T22,22,0,26.0,2019,2019_527,2019_527_12294,2019-10-27,4,68.5,1.0055,4.022,0,0,0,0.0,0.0,18.0,18.8,0.562125000000001,0.9794000000000004,0.0,2.0,4.0
13531,"Kodaira, Satoshi",ZOZO CHAMPIONSHIP,527,T37,37,0,401.0,2019,2019_527,2019_527_13531,2019-10-27,4,69.5,0.00550000000000006,0.02200000000000024,0,0,0,2.0,4.0,75.5,72.0,-4.007,-2.5043000000000006,0.0,0.0,0.0
14838,"Reed, Patrick",ZOZO CHAMPIONSHIP,527,T17,17,0,29.0,2019,2019_527,2019_527_14838,2019-10-27,4,68.25,1.2555,5.022,0,0,0,0.0,0.0,14.0,12.6,0.23037500000000022,1.2402499999999996,0.0,4.0,4.0
7108,"Casey, Paul",ZOZO CHAMPIONSHIP,527,T17,17,0,26.0,2019,2019_527,2019_527_7108,2019-10-27,4,68.25,1.2555,5.022,0,0,0,0.0,0.0,14.5,25.2,1.1053749999999996,0.9056499999999996,0.0,3.0,6.0
15004,"Kim, Chan",ZOZO CHAMPIONSHIP,527,T41,41,0,126.0,2019,2019_527,2019_527_15004,2019-10-27,4,69.75,-0.24449999999999994,-0.9779999999999998,0,0,0,2.0,2.0,77.0,51.333333333333336,-2.84275,-1.8951666666666667,0.0,0.0,0.0
13872,"Bradley, Keegan",ZOZO CHAMPIONSHIP,527,T13,13,0,151.0,2019,2019_527,2019_527_13872,2019-10-27,4,68.0,1.5055,6.022,0,0,0,1.0,1.0,74.0,55.8,-1.4136250000000001,-0.5326500000000003,0.0,1.0,2.0
18238,"Ancer, Abraham",ZOZO CHAMPIONSHIP,527,T41,41,0,91.0,2019,2019_527,2019_527_18238,2019-10-27,4,69.75,-0.24450000000000008,-0.9780000000000003,0,0,0,1.0,2.0,66.5,51.4,-0.42849999999999977,-0.39245,0.0,2.0,2.0
15475,"Pan, C.T.",ZOZO CHAMPIONSHIP,527,T59,59,0,201.0,2019,2019_527,2019_527_15475,2019-10-27,4,70.75,-1.2445,-4.978,0,0,0,1.0,2.0,66.0,52.4,-0.8035000000000005,-0.5308499999999998,0.0,1.0,2.0
13485,"Imahira, Shugo",ZOZO CHAMPIONSHIP,527,T59,59,0,76.0,2019,2019_527,2019_527_13485,2019-10-27,4,70.75,-1.2445,-4.978,0,0,0,1.0,4.0,51.0,67.6,-1.7800000000000002,-1.9303000000000003,0.0,0.0,0.0
6892,"Howell III, Charles",ZOZO CHAMPIONSHIP,527,T8,8,0,76.0,2019,2019_527,2019_527_6892,2019-10-27,4,67.5,2.0055,8.022,0,0,1,0.0,0.0,44.0,31.4,0.056874999999999565,0.24189999999999964,0.0,2.0,2.0
11276,"Horschel, Billy",ZOZO CHAMPIONSHIP,527,T6,6,0,51.0,2019,2019_527,2019_527_11276,2019-10-27,4,67.25,2.2555,9.022,0,0,1,0.0,0.0,50.5,27.4,-0.9907499999999999,0.6018,0.0,3.0,4.0
14704,"Putnam, Andrew",ZOZO CHAMPIONSHIP,527,T59,59,0,67.0,2019,2019_527,2019_527_14704,2019-10-27,4,70.75,-1.2445,-4.978,0,0,0,0.0,0.0,19.0,23.4,1.3068749999999998,0.8773,0.0,1.0,1.0
25919,"Wolff, Matthew",ZOZO CHAMPIONSHIP,527,T13,13,0,101.0,2019,2019_527,2019_527_25919,2019-10-27,4,68.0,1.5055,6.022,0,0,0,0.0,0.0,46.0,41.2,-1.193125,-0.2291500000000001,0.0,1.0,1.0
7672,"Oosthuizen, Louis",ZOZO CHAMPIONSHIP,527,T46,46,0,46.0,2019,2019_527,2019_527_7672,2019-10-27,4,70.0,-0.49450000000000005,-1.9780000000000002,0,0,0,0.0,0.0,16.0,15.6,0.4803750000000002,1.0948500000000005,0.0,2.0,3.0
8480,"Streelman, Kevin",ZOZO CHAMPIONSHIP,527,74,74,0,101.0,2019,2019_527,2019_527_8480,2019-10-27,4,72.75,-3.2445,-12.978,0,0,0,1.0,3.0,44.0,48.4,-1.1785000000000005,-0.14070000000000019,0.0,1.0,4.0
7649,"Leishman, Marc",ZOZO CHAMPIONSHIP,527,69,69,0,41.0,2019,2019_527,2019_527_7649,2019-10-27,4,71.5,-1.9945,-7.978,0,0,0,0.0,1.0,23.0,32.8,1.238,-0.9242499999999998,0.0,2.0,4.0
12377,"Otsuki, Tomoharu",ZOZO CHAMPIONSHIP,527,T46,46,0,401.0,2019,2019_527,2019_527_12377,2019-10-27,4,70.0,-0.49449999999999994,-1.9779999999999998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15473,"Long, Adam",ZOZO CHAMPIONSHIP,527,T51,51,0,251.0,2019,2019_527,2019_527_15473,2019-10-27,4,70.25,-0.7444999999999999,-2.9779999999999998,0,0,0,0.0,0.0,34.5,34.2,0.36300000000000054,0.31714999999999954,0.0,0.0,0.0
5321,"Woods, Tiger",ZOZO CHAMPIONSHIP,527,1,1,0,34.0,2019,2019_527,2019_527_5321,2019-10-27,4,65.25,4.2555,17.022,0,0,1,1.0,2.0,60.5,45.2,-2.96525,-0.7439500000000002,1.0,3.0,3.0
17538,"Homa, Max",ZOZO CHAMPIONSHIP,527,T46,46,0,401.0,2019,2019_527,2019_527_17538,2019-10-27,4,70.0,-0.49449999999999994,-1.9779999999999998,0,0,0,1.0,1.0,70.5,60.4,-2.1785,-1.24065,0.0,0.0,2.0
12808,"Grillo, Emiliano",ZOZO CHAMPIONSHIP,527,T30,30,0,61.0,2019,2019_527,2019_527_12808,2019-10-27,4,69.0,0.5055,2.022,0,0,0,1.0,2.0,51.0,49.4,0.44650000000000023,0.25829999999999964,0.0,1.0,1.0
12577,"Woodland, Gary",ZOZO CHAMPIONSHIP,527,5,5,0,29.0,2019,2019_527,2019_527_12577,2019-10-27,4,67.0,2.5055,10.022,0,0,1,0.0,0.0,29.0,31.2,1.4318750000000002,0.5331500000000002,1.0,2.0,5.0
11955,"Frittelli, Dylan",ZOZO CHAMPIONSHIP,527,T22,22,0,101.0,2019,2019_527,2019_527_11955,2019-10-27,4,68.5,1.0055,4.022,0,0,0,1.0,1.0,59.5,36.8,-0.30350000000000077,0.5985000000000001,0.0,3.0,3.0
6930,"Taylor, Vaughn",ZOZO CHAMPIONSHIP,527,T41,41,0,176.0,2019,2019_527,2019_527_6930,2019-10-27,4,69.75,-0.24449999999999994,-0.9779999999999998,0,0,0,0.0,1.0,60.0,48.2,-0.8869999999999996,-0.08775000000000019,0.0,2.0,3.0
10091,"McIlroy, Rory",ZOZO CHAMPIONSHIP,527,T3,3,0,9.0,2019,2019_527,2019_527_10091,2019-10-27,4,66.75,2.7555,11.022,0,0,1,0.0,1.0,10.0,21.0,1.980375,1.7484000000000002,0.0,7.0,12.0
12637,"Asaji, Yosuke",ZOZO CHAMPIONSHIP,527,T63,63,0,401.0,2019,2019_527,2019_527_12637,2019-10-27,4,71.0,-1.4945,-5.978,0,0,0,0.0,0.0,33.5,33.5,-0.165875,-0.165875,0.0,0.0,0.0
14609,"Kim, Si Woo",ZOZO CHAMPIONSHIP,527,T37,37,0,126.0,2019,2019_527,2019_527_14609,2019-10-27,4,69.5,0.005500000000000033,0.02200000000000013,0,0,0,0.0,0.0,40.5,43.8,0.5568750000000001,0.14265000000000017,0.0,1.0,2.0
18079,"Niemann, Joaquin",ZOZO CHAMPIONSHIP,527,T33,33,0,46.0,2019,2019_527,2019_527_18079,2019-10-27,4,69.25,0.25550000000000006,1.0220000000000002,0,0,0,1.0,1.0,44.0,34.8,0.8214999999999988,1.1505500000000002,0.0,2.0,4.0
6762,"Perez, Pat",ZOZO CHAMPIONSHIP,527,T51,51,0,81.0,2019,2019_527,2019_527_6762,2019-10-27,4,70.25,-0.7444999999999999,-2.9779999999999998,0,0,0,0.0,3.0,17.0,53.8,1.8068749999999998,0.11075000000000004,0.0,1.0,2.0
1435,"Poulter, Ian",ZOZO CHAMPIONSHIP,527,T13,13,0,67.0,2019,2019_527,2019_527_1435,2019-10-27,4,68.0,1.5055,6.022,0,0,0,0.0,1.0,23.5,28.0,0.63425,0.5599500000000001,0.0,3.0,4.0
14509,"Dahmen, Joel",ZOZO CHAMPIONSHIP,527,76,76,0,161.0,2019,2019_527,2019_527_14509,2019-10-27,4,74.5,-4.9945,-19.978,0,0,0,0.0,1.0,26.0,37.4,1.0568749999999993,0.6241000000000001,0.0,1.0,2.0
19477,"Schenk, Adam",ZOZO CHAMPIONSHIP,527,T22,22,0,201.0,2019,2019_527,2019_527_19477,2019-10-27,4,68.5,1.0055,4.022,0,0,0,0.0,2.0,32.0,50.0,0.5568750000000003,0.4534500000000004,0.0,1.0,2.0
7457,"Cabrera Bello, Rafa",ZOZO CHAMPIONSHIP,527,T30,30,0,46.0,2019,2019_527,2019_527_7457,2019-10-27,4,69.0,0.5055000000000001,2.0220000000000002,0,0,0,0.0,1.0,44.5,48.2,-0.4907499999999997,-0.4144500000000001,0.0,0.0,1.0
17606,"Berger, Daniel",ZOZO CHAMPIONSHIP,527,T17,17,0,141.0,2019,2019_527,2019_527_17606,2019-10-27,4,68.25,1.2555,5.022,0,0,0,1.0,1.0,48.0,38.2,-1.0386250000000004,0.16270000000000007,0.0,0.0,0.0
7961,"Reavie, Chez",ZOZO CHAMPIONSHIP,527,70,70,0,71.0,2019,2019_527,2019_527_7961,2019-10-27,4,71.75,-2.2445,-8.978,0,0,0,1.0,1.0,61.0,44.0,-0.1785,0.09774999999999978,0.0,1.0,3.0
7548,"McDowell, Graeme",ZOZO CHAMPIONSHIP,527,WD,76,1,101.0,2019,2019_527,2019_527_7548,2019-10-27,1,81.0,-9.846,-9.846,0,0,0,0.0,1.0,36.5,46.0,0.009250000000000758,0.08820000000000042,0.0,2.0,3.0
7489,"Moore, Ryan",ZOZO CHAMPIONSHIP,527,T72,72,0,56.0,2019,2019_527,2019_527_7489,2019-10-27,4,72.25,-2.7445,-10.978,0,0,0,0.0,1.0,10.5,30.2,1.9318749999999998,0.8133000000000002,0.0,1.0,2.0
23604,"Clark, Wyndham",ZOZO CHAMPIONSHIP,527,T46,46,0,111.0,2019,2019_527,2019_527_23604,2019-10-27,4,70.0,-0.4945,-1.978,0,0,0,1.0,3.0,42.0,53.0,-0.05349999999999999,-0.23579999999999973,0.0,2.0,3.0
13127,"Tway, Kevin",ZOZO CHAMPIONSHIP,527,T37,37,0,176.0,2019,2019_527,2019_527_13127,2019-10-27,4,69.5,0.005499999999999949,0.021999999999999797,0,0,0,0.0,1.0,37.5,37.0,0.4318749999999999,0.6133000000000003,0.0,1.0,1.0
14139,"Thomas, Justin",ZOZO CHAMPIONSHIP,527,T17,17,0,8.0,2019,2019_527,2019_527_14139,2019-10-27,4,68.25,1.2555,5.022,0,0,0,0.0,0.0,2.5,4.2,3.113,2.6056,0.0,4.0,7.0
5689,"Garcia, Sergio",ZOZO CHAMPIONSHIP,527,T33,33,0,51.0,2019,2019_527,2019_527_5689,2019-10-27,4,69.25,0.25550000000000006,1.0220000000000002,0,0,0,1.0,1.0,72.0,60.6,-2.1870000000000003,-0.9465000000000001,0.0,1.0,3.0
17488,"Im, Sungjae",ZOZO CHAMPIONSHIP,527,T3,3,0,36.0,2019,2019_527,2019_527_17488,2019-10-27,4,66.75,2.7555,11.022,0,0,1,0.0,0.0,44.0,25.6,0.11299999999999932,0.9383000000000001,0.0,2.0,3.0
7399,"Glover, Lucas",ZOZO CHAMPIONSHIP,527,T37,37,0,81.0,2019,2019_527,2019_527_7399,2019-10-27,4,69.5,0.005499999999999949,0.021999999999999797,0,0,0,0.0,2.0,24.0,45.4,1.181875000000001,-0.5205000000000005,0.0,3.0,4.0
18103,"Bezuidenhout, Christiaan",World Golf Championships-HSBC Champions,489,T17,17,0,91.0,2019,2019_489,2019_489_18103,2019-11-03,4,69.75,1.67625,6.705,0,0,0,1.0,1.0,37.5,37.5,-0.15699999999999997,-0.15699999999999997,0.0,0.0,0.0
16757,"Dou, Zecheng",World Golf Championships-HSBC Champions,489,T67,67,0,251.0,2019,2019_489,2019_489_16757,2019-11-03,4,73.75,-2.32375,-9.295,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18238,"Ancer, Abraham",World Golf Championships-HSBC Champions,489,T4,4,0,111.0,2019,2019_489,2019_489_18238,2019-11-03,4,68.25,3.1762499999999996,12.704999999999998,0,0,1,0.0,2.0,49.0,54.0,-0.5767499999999999,-0.47684999999999994,0.0,2.0,2.0
14368,"Janewattananond, Jazz",World Golf Championships-HSBC Champions,489,T14,14,0,226.0,2019,2019_489,2019_489_14368,2019-11-03,4,69.5,1.92625,7.705,0,0,0,0.0,1.0,61.0,42.2,-1.45175,-0.4184000000000001,0.0,0.0,0.0
11328,"Kisner, Kevin",World Golf Championships-HSBC Champions,489,T28,28,0,81.0,2019,2019_489,2019_489_11328,2019-11-03,4,70.75,0.6762499999999996,2.7049999999999983,0,0,0,0.0,0.0,37.5,24.6,-0.4806250000000002,0.5123000000000001,0.0,2.0,2.0
13530,"Kawamura, Masahiro",World Golf Championships-HSBC Champions,489,T22,22,0,176.0,2019,2019_489,2019_489_13530,2019-11-03,4,70.25,1.17625,4.705,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11980,"Schietekat, Neil",World Golf Championships-HSBC Champions,489,T57,57,0,251.0,2019,2019_489,2019_489_11980,2019-11-03,4,72.75,-1.32375,-5.295,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17646,"Fitzpatrick, Matthew",World Golf Championships-HSBC Champions,489,7,7,0,46.0,2019,2019_489,2019_489_17646,2019-11-03,4,68.5,2.92625,11.705,0,0,1,0.0,0.0,39.5,35.8,-0.6202499999999996,0.2405000000000003,0.0,1.0,2.0
11276,"Horschel, Billy",World Golf Championships-HSBC Champions,489,T24,24,0,41.0,2019,2019_489,2019_489_11276,2019-11-03,4,70.5,0.92625,3.705,0,0,0,0.0,0.0,35.0,26.8,0.2982500000000001,0.7521,0.0,4.0,4.0
9531,"Wiesberger, Bernd",World Golf Championships-HSBC Champions,489,T49,49,0,34.0,2019,2019_489,2019_489_9531,2019-11-03,4,72.25,-0.82375,-3.295,0,0,0,0.0,0.0,54.0,36.0,-0.18125000000000013,-0.12083333333333342,0.0,0.0,0.0
10158,"Luiten, Joost",World Golf Championships-HSBC Champions,489,T34,34,0,91.0,2019,2019_489,2019_489_10158,2019-11-03,4,71.0,0.42625000000000013,1.7050000000000005,0,0,0,0.0,0.0,47.0,46.2,0.11187500000000011,0.26815,0.0,1.0,1.0
11823,"Nisbet, Daniel",World Golf Championships-HSBC Champions,489,77,77,0,751.0,2019,2019_489,2019_489_11823,2019-11-03,4,77.25,-5.82375,-23.295,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12426,"Waring, Paul",World Golf Championships-HSBC Champions,489,T8,8,0,201.0,2019,2019_489,2019_489_12426,2019-11-03,4,69.0,2.4262499999999996,9.704999999999998,0,0,1,0.0,0.0,31.5,31.5,-0.040874999999999995,-0.040874999999999995,0.0,0.0,0.0
7108,"Casey, Paul",World Golf Championships-HSBC Champions,489,T38,38,0,23.0,2019,2019_489,2019_489_7108,2019-11-03,4,71.5,-0.07374999999999998,-0.29499999999999993,0,0,0,0.0,0.0,11.0,17.2,1.5193749999999997,1.1230999999999995,0.0,2.0,6.0
17488,"Im, Sungjae",World Golf Championships-HSBC Champions,489,T11,11,0,29.0,2019,2019_489,2019_489_17488,2019-11-03,4,69.25,2.17625,8.705,0,0,0,0.0,0.0,21.0,22.4,1.4232499999999995,1.5327500000000003,0.0,3.0,4.0
13127,"Tway, Kevin",World Golf Championships-HSBC Champions,489,T60,60,0,201.0,2019,2019_489,2019_489_13127,2019-11-03,4,73.0,-1.5737500000000002,-6.295000000000001,0,0,0,0.0,1.0,41.5,39.6,-0.20175000000000015,0.3961500000000003,0.0,0.0,1.0
1435,"Poulter, Ian",World Golf Championships-HSBC Champions,489,WD,77,1,61.0,2019,2019_489,2019_489_1435,2019-11-03,2,73.5,-2.141,-4.282,0,0,0,0.0,0.0,14.5,15.6,1.4232500000000001,1.3238500000000002,0.0,3.0,4.0
12637,"Asaji, Yosuke",World Golf Championships-HSBC Champions,489,T38,38,0,601.0,2019,2019_489,2019_489_12637,2019-11-03,4,71.5,-0.0737500000000002,-0.2950000000000008,0,0,0,0.0,0.0,65.0,43.333333333333336,-0.913125,-0.60875,0.0,0.0,0.0
6892,"Howell III, Charles",World Golf Championships-HSBC Champions,489,T36,36,0,56.0,2019,2019_489,2019_489_6892,2019-11-03,4,71.25,0.17624999999999993,0.7049999999999997,0,0,0,0.0,0.0,14.0,25.6,1.5482499999999995,0.7074999999999996,0.0,3.0,3.0
19895,"Schauffele, Xander",World Golf Championships-HSBC Champions,489,2,2,0,15.0,2019,2019_489,2019_489_19895,2019-11-03,4,67.25,4.17625,16.705,0,0,1,0.0,1.0,6.0,28.4,2.1443749999999993,0.80105,0.0,3.0,5.0
5689,"Garcia, Sergio",World Golf Championships-HSBC Champions,489,T53,53,0,56.0,2019,2019_489,2019_489_5689,2019-11-03,4,72.5,-1.07375,-4.295,0,0,0,0.0,1.0,46.5,56.8,-0.45175000000000054,-0.9392500000000001,0.0,1.0,3.0
23323,"Macintyre, Robert",World Golf Championships-HSBC Champions,489,T17,17,0,67.0,2019,2019_489,2019_489_23323,2019-11-03,4,69.75,1.67625,6.705,0,0,0,0.0,0.0,3.0,3.0,1.2091249999999998,1.2091249999999998,0.0,1.0,1.0
15310,"Li, Haotong",World Golf Championships-HSBC Champions,489,T24,24,0,76.0,2019,2019_489,2019_489_15310,2019-11-03,4,70.5,0.9262500000000001,3.7050000000000005,0,0,0,1.0,1.0,47.5,44.0,-0.029999999999999805,0.36805000000000004,0.0,0.0,0.0
7961,"Reavie, Chez",World Golf Championships-HSBC Champions,489,T60,60,0,81.0,2019,2019_489,2019_489_7961,2019-11-03,4,73.0,-1.57375,-6.295,0,0,0,0.0,1.0,58.0,46.6,-1.3267499999999999,-0.0866500000000002,0.0,1.0,3.0
